"u_number","display_name","software_model","product_type","po_number","end_date","u_country","location","u_reseller","purchase_date","purchased_rights","rights","cost","invoice_number","agreement_type"
"SE00105494","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909995","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-24","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021122","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500290340","","UNITED STATES","Merrimack","","2023-07-10","1","1","MXN0.00","","Generic"
"SE00105061","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569906859","","THAILAND","Laem Chabang","SHI International Corp.","2021-11-05","1","1","MXN8,295.99","","Enterprise Agreement"
"SE0021363","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800042998","","United States","Remote Employee US","","2024-04-02","2","2","MXN0.00","","Generic"
"SE0020862","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500266798","","UNITED STATES","Richardson","","2021-10-28","10","10","MXN0.00","","Generic"
"SE00105718","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910363","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-25","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105239","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909464","","THAILAND","Laem Chabang","SHI International Corp.","2022-12-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020471","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500269639","","Canada","Newmarket","","2022-02-03","3","3","MXN0.00","","Generic"
"SE00105526","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910021","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-28","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105726","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910363","","Laos","Laos","SHI International Corp.","2023-05-25","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020495","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500519324","","SPAIN","Valencia","SHI Global IT Solutions Ireland Limited (60316)","2022-05-05","4","4","MXN32,232.68","","Enterprise Agreement"
"SE00105306","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909632","","THAILAND","Laem Chabang","SHI International Corp.","2023-01-26","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020823","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9000801298","","Malaysia","Kulim","","2023-11-08","6","6","MXN0.00","","Generic"
"SE00105177","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909260","","THAILAND","Laem Chabang","SHI International Corp.","2022-11-21","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105180","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909229","","THAILAND","Laem Chabang","SHI International Corp.","2022-11-16","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105530","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910088","","THAILAND","Laem Chabang","SHI International Corp.","2023-04-10","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105579","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910135","","THAILAND","Laem Chabang","SHI International Corp.","2023-04-21","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020681","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500297861","","CANADA","Toronto - 5140 Yonge","","2024-01-22","1","1","MXN0.00","","Generic"
"SE00105466","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909964","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-17","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105228","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909464","","THAILAND","Laem Chabang","SHI International Corp.","2022-12-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021349","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800040715","","CANADA","Toronto - 5140 Yonge","","2024-04-02","25","25","MXN0.00","","Generic"
"SE00105694","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910329","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-22","2","2","MXN30,346.01","","Enterprise Agreement"
"SE00103910","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9000800851","","Malaysia","Penang","","","4","4","MXN0.00","SG00083897","Generic"
"SE00106303","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180044252","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2022-12-05","1","1","MXN6,720.51","","Enterprise License Agreement (ELA)"
"SE00105489","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909995","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-24","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105870","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910955","","THAILAND","Laem Chabang","SHI International Corp.","2023-08-28","2","2","MXN30,346.01","","Enterprise Agreement"
"SE00105677","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910271","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-11","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0022293","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800044351","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2024-05-24","1","1","MXN6,729.87","","Generic"
"SE00105401","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909846","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-28","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105531","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910090","","Thailand","Laem Chabang","SHI International Corp.","2023-04-10","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105089","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569908046","","THAILAND","Laem Chabang","SHI International Corp.","2022-05-19","1","1","MXN8,414.12","","Enterprise Agreement"
"SE00105160","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909224","","THAILAND","Laem Chabang","SHI International Corp.","2022-11-15","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020796","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","7600004658","","Malaysia","Kulim","","2023-10-31","40","40","MXN315,822.82","","Generic"
"SE00105355","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909777","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-20","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020612","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500287929","","CANADA","Toronto - 5140 Yonge","","2023-05-15","1","1","MXN0.00","","Generic"
"SE00105338","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909759","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-15","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105284","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909611","","THAILAND","Laem Chabang","SHI International Corp.","2023-01-23","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105770","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910556","","THAILAND","Laem Chabang","SHI International Corp.","2023-06-19","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105683","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910272","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-11","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105732","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910333","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00106279","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180044099","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2022-11-09","1","1","MXN6,720.51","","Enterprise Agreement"
"SE00105404","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909848","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-28","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021031","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800039219","","Mexico","Monterrey - Agua Fria","","2022-10-19","1","1","MXN0.00","","Generic"
"SE00105310","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909701","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-06","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020474","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500270171","","CANADA","Toronto - 5140 Yonge","","2022-02-17","1","1","MXN0.00","","Generic"
"SE00106255","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180042770","","SINGAPORE","Singapore - 6 Serangoon","SHI INTERNATIONAL CORP.","2021-12-03","1","1","MXN7,394.43","","Enterprise Agreement"
"SE00105163","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909078","","THAILAND","Laem Chabang","SHI International Corp.","2022-10-26","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020627","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500289783","","CANADA","Toronto - 5140 Yonge","","2023-06-26","1","1","MXN0.00","","Generic"
"SE00106108","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","7600004328","","Malaysia","Kulim","","2022-08-04","1","1","MXN7,895.57","","Enterprise Agreement"
"SE00105495","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909995","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-24","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021665","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800038639","","CANADA","Toronto - 5140 Yonge","","","6","6","MXN0.00","","Generic"
"SE00105134","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569908552","","THAILAND","Laem Chabang","SHI International Corp.","2022-07-29","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020879","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500298207","","UNITED STATES","Richardson","","2024-01-31","1","1","MXN0.00","","Generic"
"SE00105047","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910065","","THAILAND","Laem Chabang","SHI International Corp.","2023-04-05","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0022531","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569912864","","Laos","Laos","","","1","1","MXN7,586.50","","Microsoft Products and Services Agreement"
"SE0020467","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500268049","","CANADA","Toronto - 5140 Yonge","","2021-12-07","2","2","MXN0.00","","Generic"
"SE0022054","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","8200000561","","Malaysia","Kulim 2","","","45","45","MXN0.00","","Generic"
"SE00105375","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909762","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-15","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105430","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909879","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-07","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105031","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909359","","THAILAND","Laem Chabang","SHI International Corp.","2022-12-08","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020997","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500293128","","Canada","Newmarket","","2023-09-19","7","7","MXN0.00","","Generic"
"SE00105271","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909572","","THAILAND","Laem Chabang","SHI International Corp.","2023-01-16","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00106295","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180044488","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2023-02-13","1","1","MXN6,720.51","","Enterprise License Agreement (ELA)"
"SE00105491","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909994","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-24","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105595","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910169","","THAILAND","Laem Chabang","SHI International Corp.","2023-04-26","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105346","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909737","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-13","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105660","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910271","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-11","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105335","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909759","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-15","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0023129","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500310729","","UNITED STATES","Richardson","","","11","11","MXN0.00","","Generic"
"SE0020488","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500272164","","Canada","Newmarket","","2022-04-07","1","1","MXN0.00","","Generic"
"SE0020015","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","","","","","","","1","1","MXN0.00","","Generic"
"SE00105105","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569908455","","THAILAND","Laem Chabang","SHI International Corp.","2022-07-12","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105402","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909848","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-28","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00103942","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","6140067978","","CHINA","Song Shan Lake CTSDG","SHI International Corp.","2022-05-23","20","20","MXN156,125.52","","Enterprise Agreement"
"SE00105027","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910065","","THAILAND","Laem Chabang","SHI International Corp.","2023-04-05","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105304","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909702","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-06","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020776","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","7600004465","","Malaysia","Kulim","","2023-01-06","18","18","MXN142,120.27","","Generic"
"SE00105742","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910498","","Laos","Laos","SHI International Corp.","2023-06-13","3","3","MXN68,278.52","","Enterprise Agreement"
"SE00106111","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9000800914","","Malaysia","Kulim","","2022-08-17","17","17","MXN134,224.70","","Enterprise Agreement"
"SE00106114","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","7600004342","","Malaysia","Kulim","","2022-08-28","4","4","MXN0.00","","Enterprise Agreement"
"SE0021727","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","7400127858","","","","","","67","67","MXN0.00","","Generic"
"SE0020807","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9000800966","","Malaysia","Kulim","","2023-01-31","7","7","MXN0.00","","Generic"
"SE0021894","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9000801476","","Malaysia","Penang","","","7","7","MXN0.00","SG00150595","Enterprise License Agreement (ELA)"
"SE00104160","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500283219","","canada","Newmarket","","","1","1","MXN0.00","","Generic"
"SE00105844","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910867","","THAILAND","Laem Chabang","SHI International Corp.","2023-08-16","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00106281","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180044106","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2022-11-10","1","1","MXN6,720.51","","Enterprise License Agreement (ELA)"
"SE0021064","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180044836","","Singapore","Singapore - 35 Marsiling","","2023-05-23","1","1","MXN6,720.51","","Enterprise License Agreement (ELA)"
"SE00105690","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910293","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-16","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00104137","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9000800902","","Malaysia","Penang","","","1","1","MXN0.00","SG00093091","Generic"
"SE00105415","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909848","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-28","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105388","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909831","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-27","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105446","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909879","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-07","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105612","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910204","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-04","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105578","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910167","","THAILAND","Laem Chabang","SHI International Corp.","2023-04-26","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105736","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910331","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105808","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910640","","THAILAND","Laem Chabang","SHI International Corp.","2023-06-30","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105172","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569908875","","THAILAND","Laem Chabang","SHI International Corp.","2022-09-20","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105429","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909848","","Laos","Laos","SHI International Corp.","2023-02-28","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105445","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909964","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-17","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00106261","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180043013","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2022-01-28","1","1","MXN7,506.75","","Enterprise License Agreement (ELA)"
"SE00104991","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569908445","","THAILAND","Laem Chabang","SHI International Corp.","2022-07-09","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105204","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909422","","THAILAND","Laem Chabang","SHI International Corp.","2022-12-15","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105372","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909799","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105178","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909260","","THAILAND","Laem Chabang","SHI International Corp.","2022-11-21","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0022525","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569912748","","THAILAND","Laem Chabang","","","4","4","MXN30,346.01","","Generic"
"SE00105876","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910908","","Thailand","Laem Chabang","SHI International Corp.","2023-08-21","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021038","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800040972","","Mexico","Monterrey - Agua Fria","","2023-04-06","1","1","MXN0.00","","Generic"
"SE0021044","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800041866","","Mexico","Monterrey - Agua Fria","","2023-08-08","1","1","MXN0.00","","Generic"
"SE00105485","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909994","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-24","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105723","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910331","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105768","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910498","","THAILAND","Laem Chabang","SHI International Corp.","2023-06-13","2","2","MXN30,346.01","","Enterprise Agreement"
"SE0021890","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569912238","","THAILAND","Laem Chabang","","","1","1","MXN7,586.50","","Microsoft Products and Services Agreement"
"SE00105852","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910867","","THAILAND","Laem Chabang","SHI International Corp.","2023-08-16","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020563","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500281192","","CANADA","Toronto - 5140 Yonge","","2022-11-30","2","2","MXN0.00","","Generic"
"SE0020659","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500294712","","Canada","Newmarket","","2023-10-25","6","6","MXN0.00","","Generic"
"SE00105389","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909846","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-28","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00106080","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","2400018949","","","Hong Kong","SHI","2023-06-15","1","1","MXN7,315.03","","Enterprise Agreement"
"SE00105687","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910291","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-16","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020621","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500288777","","CANADA","Toronto - 5140 Yonge","","2023-06-01","1","1","MXN0.00","","Generic"
"SE00105498","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909994","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-24","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020587","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500285889","","CANADA","Toronto - 5140 Yonge","","2023-03-27","1","1","MXN0.00","","Generic"
"SE00105357","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909777","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-20","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105382","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909798","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105152","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909045","","THAILAND","Laem Chabang","SHI International Corp.","2022-10-19","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021726","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800044251","","","","","","1","1","MXN0.00","","Generic"
