"u_number","display_name","software_model","product_type","po_number","end_date","u_country","location","u_reseller","purchase_date","purchased_rights","rights","cost","invoice_number","agreement_type"
"SE00101346","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500172315","","CANADA","Newmarket","SHI International Corp.","2013-06-17","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101202","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500178502","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-04-03","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101361","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800021101","","CHINA","Shanghai - Section 701-801","SHI International Corp.","2015-08-27","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00106359","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500187663","","","Oradea","","","2","2","MXN0.00","","Generic"
"SE00101302","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500185881","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-01-28","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101323","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800020085","","UNITED STATES","Merrimack","SHI International Corp.","2015-03-05","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101141","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800020060","","UNITED STATES","","SHI International Corp.","2015-03-04","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101271","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800016056","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-03-28","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101209","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500173927","","CANADA","Toronto - 5140 Yonge","SHI Canada ULC","2013-08-29","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101165","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","6140037096","","CHINA","Song Shan Lake","SHI International Corp.","2015-05-05","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101289","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500192050","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-08-10","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101151","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","311416","","UNITED STATES","","SHI International Corp.","2013-04-17","4","4","MXN23,437.55","","Enterprise Agreement"
"SE00106146","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9180030878","","SINGAPORE","Singapore - 452 Alexandra","SHI INTERNATIONAL CORP.","2014-06-23","5","5","MXN28,917.85","","Enterprise Agreement"
"SE00101264","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500188630","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-05-07","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101187","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800020019","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-02-26","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101185","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800019565","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-01-05","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101380","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800016801","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-07-25","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101364","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500190347","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-06-19","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101229","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800019311","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-11-26","9","9","MXN52,734.48","","Enterprise Agreement"
"SE00101282","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500182137","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-09-09","6","6","MXN35,156.32","","Enterprise Agreement"
"SE00101261","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500192754","","CANADA","Newmarket","SHI International Corp.","2015-08-31","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101247","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500178655","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-04-08","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00106158","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9180032527","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2015-07-22","6","6","MXN32,306.75","","Enterprise Agreement"
"SE00101365","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","557176","","IRELAND","UK - Remote","SHI Canada ULC","2014-06-18","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101299","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500182848","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-09-30","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00106163","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9180032321","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2015-06-04","1","1","MXN5,384.46","","Enterprise Agreement"
"SE00101230","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500190874","","ROMANIA","Oradea","SHI International Corp.","2015-07-07","4","4","MXN23,437.55","","Enterprise Agreement"
"SE00101150","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500189689","","ROMANIA","Oradea","SHI International Corp.","2015-05-29","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101351","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","C01099","","CHINA","","SHI International Corp.","2014-02-07","3","3","MXN17,578.16","","Enterprise Agreement"
"SE00101295","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","8891100263","","CHINA","Shanghai - Section 701-801","Dell (China) Co., Ltd","2015-07-14","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101303","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500187663/Ciprian Burca","","ROMANIA","Oradea","SHI Canada ULC","2015-03-27","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101327","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500179484","","CANADA","Newmarket","SHI International Corp.","2014-05-12","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101183","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9000600047","","CHINA","Suzhou CTC","SHI International Corp.","2014-04-14","6","6","MXN35,156.32","","Enterprise Agreement"
"SE00101130","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500188278","","CANADA","Newmarket","SHI International Corp.","2015-04-20","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00106144","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9180030436","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2014-03-11","1","1","MXN5,783.57","","Enterprise Agreement"
"SE00101385","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500193682","","CANADA","Newmarket","SHI International Corp.","2015-09-28","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101320","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500173929","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-08-29","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101329","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500175615","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-12-04","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101265","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500170425","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-03-15","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101345","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500192986","","ROMANIA","Oradea","SHI International Corp.","2015-09-07","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00103469","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9000600048","","CHINA","Suzhou CTC","SHI International Corp.","2014-08-08","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101213","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500172174","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-06-06","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101396","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500182850","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-09-30","1","1","MXN5,859.39","","Enterprise Agreement"
"SE0020801","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","8640049723","","CHINA","Suzhou - Su Hong","","2014-06-20","57","57","MXN0.00","","Generic"
"SE00101315","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500183961","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-11-19","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101173","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800019065","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-10-02","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00106159","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9180032094","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2015-04-23","1","1","MXN5,384.46","","Enterprise Agreement"
"SE00101192","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500190234","","IRELAND","UK - Remote","SHI International Corp.","2015-06-19","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101214","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800020197","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-03-26","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101128","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500172169","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-06-06","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101168","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800019132","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-10-16","17","17","MXN99,609.58","","Enterprise Agreement"
"SE00103479","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800000190","","SWITZERLAND","Newmarket","SHI Canada ULC","2014-12-02","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101359","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","556785","","IRELAND","UK - Remote","SHI Canada ULC","2013-10-23","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101344","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500172601","","CANADA","Newmarket","SHI International Corp.","2013-06-25","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101318","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800018482","","CANADA","Newmarket","SHI International Corp.","2014-06-10","1","1","MXN5,859.39","","Enterprise Agreement"
"SE0022551","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500170397","","Romania","Oradea","","2013-03-21","1","1","MXN4,829.78","","Generic"
"SE00101376","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500183956","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-11-19","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101326","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800016779","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-07-24","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101398","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800020865","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-07-13","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101166","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500185909","","IRELAND","Galway","SHI International Corp.","2015-01-30","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101248","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500189049","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2015-05-12","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101140","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500178318","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-03-26","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101381","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800016752","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2013-07-19","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101164","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","8891100267","","CHINA","Shanghai - Section 701-801","Dell (China) Co., Ltd","2015-07-17","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101331","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800019157","","UNITED STATES","","SHI International Corp.","2014-10-22","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00106175","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9180032744","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2015-09-16","1","1","MXN5,384.46","","Enterprise Agreement"
"SE00101188","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800020475","","UNITED STATES","Merrimack","SHI International Corp.","2015-05-11","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101219","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500187079","","CANADA","Newmarket","SHI International Corp.","2015-03-16","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101122","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9680014917","","UNITED STATES","","SHI International Corp.","2015-07-10","1","1","MXN5,859.39","","Enterprise Agreement"
"SE0022182","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800016939","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2013-08-26","1","1","MXN7,895.57","","Generic"
"SE00106142","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","9180030087","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2013-11-26","1","1","MXN5,783.57","","Enterprise Agreement"
"SE00101147","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5800018853","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-08-21","1","1","MXN5,859.39","","Enterprise Agreement"
"SE00101245","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500193052","","CANADA","Newmarket","SHI International Corp.","2015-09-10","5","5","MXN29,296.93","","Enterprise Agreement"
"SE00101220","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","C01169","","CHINA","","SHI International Corp.","2014-04-14","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00103475","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500177413","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-02-24","2","2","MXN11,718.77","","Enterprise Agreement"
"SE00101217","MICROSOFT Office 2013 Standard","MICROSOFT Office 2013 Standard","Perpetual","5500178144","","CANADA","Toronto - 5140 Yonge","SHI International Corp.","2014-03-18","1","1","MXN5,859.39","","Enterprise Agreement"
